更新日,名称,業界(小分類),求人有無,事業内容,所在地,従業員数,資本金,設立,平均年齢,企業URL,代表者,上場市場名
2024-06-01,株式会社ｎｅｕｔｒａｌ,家具・インテリア・生活雑貨メーカー,1,■事業内容：エクステリア設計施工、インテリア商品の販売等,愛知県名古屋市緑区桶狭間切戸1201,12,9百万円,2011,,https://www.wise-nagoya.jp/,,
2024-08-01,株式会社オリエント４Ｃ’ｓ,ファッション・アパレル・アクセサリーメーカー,11,"■企業概要：当社は、1977年に創業したジュエリーメーカーです。ジュエリーのリフォームやリペアを中心とした、複数のサービスやブランドを運営しています。私たちの社名の“4C's(フォーシーズ)”は【Chance(好機)】【Challenge(挑戦)】【Creative(創造)】【Confidence(信頼)】の4つの「C」から付けられています。これらを社是に掲げて、これまでに数多くのお客様のご要望にお応えしてきました。単なる装飾品ではなく、""時間""という概念を持ったお客様の想いを形にする。私たちは、ジュエリーというものの本来の価値観を大切にしています。",山梨県甲府市国母1-12-34,170,10百万円,1977,,https://www.orient4cs.co.jp/,,
2024-08-01,株式会社シャワーパーティー,ファッション・アパレル・アクセサリーメーカー,3,■当社について 【目指す姿】弊社は一店一店が地元のお客様にしっかりと支持していただけるように日々、人・商品の成長に取り組んでいます。 その積み重ねで、いずれ多くのお客様にとって存在感のあるブランド・会社になることを目指しています。 【着実な店舗拡大】主に、吉祥寺を中心に店舗展開を行ってきましたが、街のお客様に本当に支持していただけるお店を着実に出店して おります。２０２０年４月に調布パルコ店がオープン！成長まっただ中のアパレルショップであなたのキャリアも共に成長させていきませんか？弊社の発展と共に成長していただける方のご応募をお待ちしております!,東京都武蔵野市吉祥寺本町2-12-16Luse中道通り201,32,83百万円,2004,27.3,https://www.showerparty.co.jp/,,
2024-06-01,株式会社ワールドエコ,食品・飲料メーカー（原料含む）,1,■事業内容： ボトルウォーターの製造・販売及び長野県・新潟県を主とし建設機械の運搬、建設資材の販売と運搬を行う、６社の子会社を持つ親会社です 。■事業詳細：運輸：一般貨物自動車運送事業・セメント及びセメント製品の販売・生コンクリート運搬事業ミネラルウォーターの販売：栄村を源水とするミネラルウォーターの製造・販売（配達エリア：長野県全域・新潟県上越市他・山梨県全域）■特徴：東証プライム市場上場のコムシスホールディングス傘下のグループ企業で、長野市に本社を置くＴＯＳＹＳの完全子会社です。,長野県下水内郡栄村豊栄1820,50,20百万円,2002,48.0,https://www.world-eco.co.jp/,,
2024-07-01,株式会社ＭＴＧプロフェッショナル,スポーツ・アウトドア用品メーカー,7,■事業内容： 美容室運営事業者、エステティックサロン運営事業者、整骨院、鍼灸院、整体院への卸売及び取次販売住設、宿泊、医療関連事業者、ブライダル施設、フィットネス、ゴルフ、温浴、携帯ショップ関連事業者への卸売販売百貨店、ショッピングセンター、スポーツクラブ等での一般消費者への直接販売,愛知県名古屋市中村区本陣通2-32MTG HIKARIビル7F,271,35百万円,2011,33.0,https://mtg-pro.co.jp/recruit/,,
2024-08-01,株式会社モアテック,金属・製綱・鉱業・非鉄金属メーカー,2,■事業内容： 磁気シールならびに磁性流体応用製品の開発、製造、販売。■ビジョン： ・高品質、納得のいく価格、最短の納期で提供することは、同社の大きな目標です。・高い技能、先端のテクノロジーを有するメーカーである為に積極的な投資を行う等常に技術へ投資をしています。・生産性の向上だけでなく、環境を重視することを社是とし、高品質でリーズナブルな価格の製品（磁性流体応用製品など）を世界中に供給することが、同社の夢です。,東京都台東区東上野6-23-5,80,50百万円,1999,,"Failed to retrieve page, status code: 410",,
2024-08-01,有限会社エクサ,機能性化学（有機・高分子）メーカー,1,■フッ素樹脂を使用する装置の設計・制作【製品】・超純水ヒーター・薬液ヒーター・フッ素樹脂製熱交換器・フッ素樹脂ライニング・フッ素樹脂溶接角槽・フッ素樹脂の加工,大阪府茨木市横江2丁目4-66,,500万円,1995,,http://www.ekusa.co.jp/company/,代表者 藤原 俊治,
2024-08-01,株式会社丸愛,食品・飲料メーカー（原料含む）,1,■水産物加工販売 ■売店（南部市場内3店舗）,神奈川県横浜市金沢区鳥浜町１－１南部市場内,18,300万円,2001,57.0,https://www.big-advance.site/s/123/1355,代表取締役 蓜島 匡人,
2024-06-01,株式会社NITTO CERA,住宅設備・建材メーカー,1,■事業内容：洗面器や水栓金具などの住宅設備機器および住宅建築材料の製造販売・輸出入,愛知県常滑市港町3-77,15,10百万円,2008,45.0,http://www.nitto-cera.co.jp/,,
2024-08-01,ＭＦフィード株式会社,飼料メーカー,1,■事業内容：配合飼料・混合飼料（家畜用サプリメント）の企画・製造・販売■同社の製品づくり：（1）開発～製造～販売の三位一体体制…顧客により高い安全・安心を提供するために、トレンドやニーズに合った製品を迅速に提供するために、「開発～製造～販売」が一体となって製品づくりに取り組んでいることが同社の大きな特長です。※大豆油かすを同社製法で処理した植物性高蛋白質飼料は、ルーメン内での高い安定性および下部消化管での高い消化吸収性を期待できる新たな蛋白質飼料です。,北海道苫小牧市真砂町38-5,72,50百万円,1993,39.0,"Failed to retrieve page, status code: 410",,
2024-08-01,ガリレイパネルクリエイト株式会社,住宅設備・建材メーカー,8,■事業内容：プレハブ式冷凍冷蔵庫などの断熱パネルおよび、その他付属品の製造、開発、販売、保守【用途】 ■小型冷蔵冷凍庫■物流センター■食品加工室■工業用クリーンルーム（半導体製造工場・液晶製造工場等）■医薬品工場クリーンルーム■植物工場 等,東京都台東区柳橋2-17-4,240,30百万円,2013,39.0,http://galilei-panel.co.jp,,
2024-05-01,有限会社東松工業所,金属・製綱・鉱業・非鉄金属メーカー,2,■事業内容： ・工業炉の製作、据付、修理事業・製缶、板金、水槽、溶接配管など各種製造■主要溶接機械：・アーク溶接機・TIG溶接機・半自動溶接機,新潟県新発田市佐々木2896-8,12,3百万円,1994,,https://tosyou.com/,,
2024-06-01,川端プロペラ株式会社,金属・製綱・鉱業・非鉄金属メーカー,1,■事業内容： ステンレス鋼鋳物および耐熱・耐酸・耐食鋼の鋳造■社長メッセージ： 高い技術とノウハウを新しい素材や産業に当社が製造したポンプ部品やバルブ部品は、お客様を通じて日本はもちろん世界各国の工場やプラントで活躍しています。その中で、当社の製品は優れた耐圧性・耐食性・耐熱性を発揮することで、高い評価と厚い信頼をいただいています。これからもエネルギー産業分野において、今まで蓄積してきた技術とノウハウを駆使し、お客様に喜んで頂ける製品の提供を目指すとともに、新しい分野においても、製品の開発に積極的に取り組み業容の展開を図って参りたいと考えております。,大阪府八尾市老原8-1,45,20百万円,1967,,なし,,
2024-07-01,株式会社UYEKI,文房具・事務・オフィス用品メーカー,4,■事業内容：・洗剤、洗浄剤をはじめとする家庭日用品の製造販売・日用雑貨、医療用品の卸販売・酒類、飲料品、食料品の販売,大阪府大阪市淀川区西中島6-1-1,62,98百万円,1981,,http://www.uyeki.co.jp/,,
2024-07-01,株式会社ロイヤルスイーツ（RoxyContactry）,食品・飲料メーカー（原料含む）,2,■北の大地で育った厳選素材を使用した豊かな味わいの洋菓子の製造・販売自社工場で愛情を込めて手作りしたスイーツが大人気！全国のイベント・催事場・物産展などでご好評をいただいています♪【ロイヤルスイーツ 東京事務所】〒101-0021東京都千代田区外神田3丁目6-2-501,北海道札幌市東区北三十二条東16-1-6,49,300万円,1990,45.0,https://www.roxycontactry.com/,代表取締役 久保 慎也,
