更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名,事業内容
2024-08-01,株式会社幸煎餅,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市千代田町4-19-3,1976,代表取締役 橋本 武,40 百万円,,,,,
2024-08-01,オカジ株式会社,製紙・パルプメーカー,求人なし,和歌山県和歌山市西浜760-6,1993,代表取締役 大岡 久起,305 百万円,,,,,
2024-08-01,株式会社カナエ,その他メーカー,求人なし,長野県長野市大字東和田892-11,1979,代表取締役 志川 孝之,10 百万円,,,,,
2024-08-01,株式会社三吉,金属・製綱・鉱業・非鉄金属メーカー,無,福岡県北九州市若松区波打町3-21,1983,代表取締役 内藤 共親,20 百万円,,,,,
2024-08-01,額縁のタカハシ株式会社,その他メーカー,求人なし,長野県長野市川中島町原1392-10,1964,代表取締役 高橋 淳,10 百万円,,,,,
2024-08-01,株式会社平成フーズ,食品・飲料メーカー（原料含む）,求人なし,群馬県前橋市鳥羽町702-1,1989,代表取締役 清水 博志,33 百万円,,,,,
2024-08-01,株式会社南澤惣吉商店,食品・飲料メーカー（原料含む）,求人なし,長野県長野市居町117,1953,代表取締役社長 南沢 淳,20 百万円,,,,,
2024-08-01,アサヒ鐵鋼販売株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,福岡県北九州市小倉北区鍛冶町2-1-1クルーズ勝山通ビル 3Ｆ,2000,代表取締役社長 住田 智昭,98 百万円,,,,,
2024-08-01,株式会社三英日体,その他メーカー,求人なし,長野県長野市大字風間2034,1949,代表取締役社長 三浦 剛,20 百万円,,,,,
2024-08-01,有限会社プランニング・エメ,食品・飲料メーカー（原料含む）,求人なし,長野県長野市大字稲葉2038-4,1989,代表取締役 藤澤 正明,3 百万円,,,,,
2024-08-01,株式会社エクセニシムラ,製紙・パルプメーカー,求人なし,福岡県北九州市戸畑区千防3-3-25三六ビル 1Ｆ,1970,代表取締役 西村 幸一郎,20 百万円,,,,,
2024-08-01,不動鋼板工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県北九州市戸畑区牧山新町4-14,1956,代表取締役 高橋 利明,70 百万円,,,,,
2024-08-01,ベイクックコーポレーション株式会社,食品・飲料メーカー（原料含む）,無,長野県長野市大字風間2452,1996,代表取締役 塩沢 均,450 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 □米穀卸売業／農畜産物・水産物卸売業□米穀の販売、搗精、仲介及び出荷／米穀加工及び販売／米飯、炊飯加工品製造及び販売／麦、雑穀、砂糖、粉、油脂類、その他飲料の販売／麺及び餅の販売並びに委託加工／石油製品の販売／前記各号の業務に付帯関連する一切の事業 2023年7月doda掲載求人より引用
2024-08-01,新日鋼ワーク株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,北海道札幌市中央区南一条西10-4南大通ビルアネックス 9Ｆ,1985,代表取締役 関口 好郎,15 百万円,,,,,
2024-08-01,株式会社日本システム家具,家具・インテリア・生活雑貨メーカー,求人なし,和歌山県和歌山市広瀬通丁1-18川島ビル 1Ｆ,1985,代表取締役 津村 謹二,10 百万円,,,,,
2024-08-01,太田鉄工株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,和歌山県和歌山市湊5-3-3,1981,代表取締役 谷村 和男,30 百万円,,,,,
2024-08-01,株式会社ホッコウ,住宅設備・建材メーカー,求人なし,北海道札幌市中央区北四条西15-1-18,1988,代表取締役 宮本 悦朗,20 百万円,,,,,
2024-08-01,株式会社エヌ・アイ・シー,化粧品メーカー,無,和歌山県和歌山市太田1-13-8エヌ・アイ・シービル 6Ｆ,1989,代表取締役 池宮 克実,30 百万円,,,,,
2024-08-01,有限会社酢屋亀本店,食品・飲料メーカー（原料含む）,求人なし,長野県長野市大字南長野西後町625,1952,代表取締役 青木 茂人,10 百万円,,,,,
2024-08-01,ジャパン・ゼネラル株式会社,石油化学メーカー,求人なし,東京都千代田区有楽町2-7-1有楽町イトシアオフィスタワー 12Ｆ,1950,代表取締役 平賀 雅之,50 百万円,,,,,
2024-08-01,丸福水産株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区西港町94-22,1974,代表取締役 最上 賢治,50 百万円,,,,,
2024-08-01,株式会社西海,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区西港町94-16,1975,代表取締役 土居 修,46 百万円,,,,,
2024-08-01,大安産業株式会社,石油化学メーカー,求人なし,福岡県北九州市小倉北区西港町90-15,1948,代表取締役 小川 拓郎,10 百万円,,,,,
2024-08-01,ノムラ産業株式会社,機能性化学（有機・高分子）メーカー,求人なし,北海道札幌市中央区大通西5-11大五ビルヂング 3Ｆ,1989,代表取締役 野村 光孝,30 百万円,,,,,
2024-08-01,札幌ヤクルト販売株式会社,食品・飲料メーカー（原料含む）,無,北海道札幌市中央区大通西6-10-10大通公園ビル,1992,代表取締役 松園 直史,50 百万円,,,,,
2024-08-01,株式会社カワカミ,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区赤坂海岸4-8,1950,代表取締役 川上 正治,10 百万円,,,,,
2024-08-01,株式会社湖月堂,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区赤坂海岸3-2,1961,代表取締役 本村 伸子,99 百万円,,,,,
2024-08-01,小倉セメント製品工業株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,無,福岡県北九州市小倉北区霧ケ丘3-11-10,1944,代表取締役 上田 泰博,50 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ★創業より76年間、黒字経営を継続する安定企業★【プレキャストコンクリート製品の製造・販売】環境類、擁壁類、カルバート類、側溝類、道路用品類、桝類、上・下水道類、農業土木類等 2022年9月doda掲載求人より引用
2024-08-01,株式会社旭陽商会,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県北九州市小倉北区西港町88-8,1962,代表取締役 林 耕次,20 百万円,,,,,
2024-08-01,小倉かまぼこ株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区紺屋町2-20,1950,代表取締役 森尾 泰之,10 百万円,,,,,
2024-08-01,れんがはうす株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県長野市大字大豆島3397-11,1988,代表取締役 德竹 俊介,50 百万円,,,,,
2024-08-01,三洲産業株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県北九州市小倉北区西港町61-22,1961,代表取締役 德永 大典,10 百万円,,,,,
2024-08-01,株式会社日栄紙工社,製紙・パルプメーカー,求人なし,福岡県北九州市小倉北区吉野町12-16,1954,代表取締役 宮﨑 勝,20 百万円,,,,,
2024-08-01,丸大大金ハム株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市中央区北四条西11-17-2,1961,代表取締役 大金 弘武,10 百万円,,,,,
2024-08-01,株式会社ブーランジュリー横浜,食品・飲料メーカー（原料含む）,求人なし,長野県長野市青木島町大塚1348-1,1992,代表取締役 久松 貴弘,20 百万円,,,,,
2024-08-01,丸吉梅沢製麺株式会社,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市白石区平和通11-北8,1980,代表取締役社長 武田 秀幸,30 百万円,,,,,
2024-08-01,パワフル健康食品株式会社,食品・飲料メーカー（原料含む）,求人なし,長野県上水内郡信濃町大字平岡215-1,1982,代表取締役 中田 福佳,31 百万円,,,,,
2024-08-01,株式会社地域計画センター,試薬メーカー・受託合成・受託分析,求人なし,北海道札幌市中央区南一条西8-1-1クリスタルタワー 8Ｆ,1978,代表取締役 二木 和彦,10 百万円,,,,,
2024-08-01,北九福鳥株式会社,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区中井5-17-25,1965,代表取締役 宮本 英明,10 百万円,,,,,
2024-08-01,株式会社ＧＬ　ＨＡＫＫＯ,その他メーカー,求人なし,大分県中津市大字是則1136,1955,代表取締役 池田 靖之,40 百万円,,,,,
2024-08-01,三扇工業株式会社,金属・製綱・鉱業・非鉄金属メーカー,無,福岡県北九州市小倉北区東港1-5-5,1967,代表取締役 木内 一敬,10 百万円,,,,,
2024-08-01,株式会社朝日工芸社,その他メーカー,求人なし,福岡県北九州市小倉北区末広2-3-25,1970,代表取締役 上岡 設二,10 百万円,,,,,
2024-08-01,有限会社旬彩菓たむら,食品・飲料メーカー（原料含む）,求人なし,長野県長野市伊勢宮1-18-14,2000,代表取締役 田村 康博,3 百万円,,,,,
2024-08-01,株式会社アトリエアク,家具・インテリア・生活雑貨メーカー,求人なし,北海道札幌市中央区北二条西26-2-12,1980,代表取締役 柳谷 宰,30 百万円,,,,,
2024-08-01,有限会社朝陽工芸,家具・インテリア・生活雑貨メーカー,求人なし,長野県長野市大字穂保492-20,1983,代表取締役社長 内山 保,3 百万円,,,,,
2024-08-01,株式会社ドリーム産業,その他メーカー,求人なし,和歌山県和歌山市西庄472-1,1990,代表取締役 金田 崇司,10 百万円,,,,,
2024-08-01,片庭銅鉄株式会社,金属・製綱・鉱業・非鉄金属メーカー,求人なし,群馬県高崎市上大類町745-2,1948,代表取締役 片庭 威明,11 百万円,,,,,
2024-08-01,関東プラスチック工業株式会社,機能性化学（無機・ガラス・カーボン・セラミック・セメント・窯業）メーカー,求人なし,群馬県高崎市八幡町369,1961,代表取締役 大橋 政博,80 百万円,,,,,
2024-08-01,株式会社柏ツール,その他メーカー,求人なし,群馬県高崎市倉賀野町2987-3,1972,代表取締役 上原 正行,28 百万円,,,,,
2024-08-01,株式会社ダイコウ,家具・インテリア・生活雑貨メーカー,求人なし,福岡県田川郡福智町伊方4735-8,1971,代表取締役 大庭 光二,24 百万円,,,,,
2024-08-01,株式会社山喜食品,食品・飲料メーカー（原料含む）,求人なし,福岡県北九州市小倉北区西港町124-14,1980,代表取締役 山本 義夫,10 百万円,,,,,
2024-08-01,オカ株式会社,家具・インテリア・生活雑貨メーカー,求人なし,和歌山県海南市南赤坂8,1972,代表取締役 岡 洋平,45 百万円,,,,,
2024-08-01,中野ＢＣ株式会社,食品・飲料メーカー（原料含む）,求人なし,和歌山県海南市藤白758-45,1961,代表取締役 中野 幸治,80 百万円,,,,,
2024-08-01,日本資源流通株式会社,製紙・パルプメーカー,求人なし,福岡県北九州市小倉北区西港町86-13,1974,代表取締役 大塚 孝司,10 百万円,,,,,
2024-08-01,株式会社鶴田号工作所,金属・製綱・鉱業・非鉄金属メーカー,求人なし,福岡県北九州市小倉北区西港町61-10,1971,代表取締役 榊原 啓記,10 百万円,,,,,
2024-08-01,オカジ紙業株式会社,製紙・パルプメーカー,求人なし,和歌山県和歌山市西浜760-6,1952,代表取締役 大岡 久起,24 百万円,,,,,
2024-08-01,尾崎産業株式会社,その他メーカー,求人なし,和歌山県海南市野上中526,1949,代表取締役 尾﨑 昌司,15 百万円,,,,,
2024-08-01,株式会社アイセン,文房具・事務・オフィス用品メーカー,求人なし,和歌山県海南市小野田258,1959,代表取締役 筈谷 蔵太,45 百万円,,,,,
2024-08-01,株式会社オーエ,文房具・事務・オフィス用品メーカー,求人なし,和歌山県海南市大野中1010,1972,代表取締役 大工 博史,50 百万円,,,,,
2024-08-01,三栄商事株式会社,金属・製綱・鉱業・非鉄金属メーカー,無,群馬県高崎市倉賀野町2453-8,1964,代表取締役 星野 佑介,20 百万円,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■基礎鉄筋ユニットの製造販売および関連付属部品販売■鉄スクラップ加工処理業■産業廃棄物処理業（収集運搬、処理） 2021年11月doda掲載求人より引用
2024-08-01,サンベルム株式会社,文房具・事務・オフィス用品メーカー,求人なし,和歌山県海南市阪井1500-1,1975,代表取締役 角谷 昌哉,15 百万円,,,,,
2024-08-01,ゼンミ株式会社,製紙・パルプメーカー,求人なし,和歌山県海南市鳥居210,1947,代表取締役 中野 節子,30 百万円,,,,,
2024-08-01,前田ロープ工業株式会社,繊維メーカー,求人なし,和歌山県海南市木津300,1971,代表取締役 前田 克仁,15 百万円,,,,,
2024-08-01,株式会社小山製麸所,食品・飲料メーカー（原料含む）,求人なし,北海道札幌市白石区中央二条3-4-10,1961,代表取締役 小山 英俊,99 百万円,,,,,
