更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL,上場市場名
2024-08-01,株式会社小島組,ゼネコン,求人なし,,愛知県名古屋市港区木場町1-6,1941,代表取締役 小島 智徳,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,名城管機株式会社,設備管理・メンテナンス,求人なし,,愛知県小牧市大字三ツ渕1919-1,1967,代表取締役 山口 曜史,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大興商事株式会社,設備管理・メンテナンス,求人なし,,愛知県清須市西須ケ口10,1982,代表取締役 水谷 直樹,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社東海電検コンサルタント,設備管理・メンテナンス,求人なし,,愛知県名古屋市中区新栄3-26-3新東田ビル,1974,代表取締役 柳原 徳太郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,竹田設計工業株式会社,建築設計事務所,求人なし,,愛知県名古屋市中村区名駅南2-7-36,1976,代表取締役 竹田 大吾,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東京理工器株式会社,サブコン,求人なし,,長野県上田市殿城874-1,1976,代表取締役 坂口 利一,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,小櫛探鉱鑿泉株式会社,設備管理・メンテナンス,求人なし,,静岡県富士市厚原2202,1958,代表取締役社長 小櫛 邦敬,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社東海電業,サブコン,求人なし,,静岡県浜松市中央区本郷町515-1,1990,代表取締役 杉山 儀明,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,佐藤工業株式会社,住宅設備・建材,求人なし,,静岡県島田市金谷東2-3483,1955,代表取締役 佐藤 正明,82 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,水都工業株式会社,設備管理・メンテナンス,求人なし,,岐阜県海津市海津町馬目271,1981,代表取締役 伊藤 智和,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,四日市電機株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,三重県四日市市蔵町8-13,1947,代表取締役 吉見 明博,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大阪耐火煉瓦株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,大阪府大阪市西区立売堀1-3-11ダイタイビル 9Ｆ,1951,代表取締役 三浦 和人,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,片岡産業株式会社,住宅設備・建材,求人なし,,大阪府大阪市福島区海老江8-12-31,1954,代表取締役 片岡 徳恭,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大豊通信株式会社,サブコン,求人なし,,大阪府吹田市南吹田5-2-29,1964,代表取締役 金ケ江 宏介,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,東洋機械株式会社,ゼネコン,無,,大阪府大阪市東淀川区瑞光4-4-19,1952,代表取締役 澤田 力哉,45 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,ヨツギ株式会社,設備管理・メンテナンス,求人なし,,大阪府大阪市西区立売堀4-5-21,1961,代表取締役 代継 直人,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社キャピタル,住宅設備・建材,求人なし,,大阪府大阪市西区北堀江1-8-14キャピタルビル,1970,代表取締役 岡本 資久男,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本板硝子エンジニアリング株式会社,ゼネコン,求人なし,,大阪府大阪市中央区北浜4-5-33,1980,代表取締役 前田 弘毅,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本エレクトロニツクシステムズ株式会社,設備管理・メンテナンス,求人なし,,大阪府大阪市淀川区西中島5-5-15新大阪セントラルタワー南館 11Ｆ,1970,代表取締役 藤田 佳宏,96 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,上野電気工業株式会社,設備管理・メンテナンス,求人なし,,大阪府豊中市三国2-2-25,1971,代表取締役 倉松 幸司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,サタケ冷熱株式会社,設備管理・メンテナンス,求人なし,,大阪府交野市星田北5-52-11,1976,代表取締役 野田 博之,24 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社明西エンジニアリング,設備管理・メンテナンス,無,◆本社・工場／大阪府東大阪市中新開2-4-7 ◆関東支店・工場／埼玉県川口市芝下1-5-1 ◆中部支店・工場／愛知県名古屋市西区木前町28 2024年4月doda掲載求人より引用,大阪府東大阪市中新開2-4-7,1971,代表取締役 川邉 和義,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大新電機株式会社,サブコン,求人なし,,兵庫県尼崎市西長洲町2-1-11,1973,代表取締役 山本 健,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,クリタ西日本株式会社,設備管理・メンテナンス,求人なし,,大阪府大阪市西区新町1-13-3,1986,代表取締役 矢島 航太,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社新日通,設備管理・メンテナンス,求人なし,,大阪府豊中市桜の町3-2-13,1985,代表取締役 小林 二三雄,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,関西国際空港熱供給株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,大阪府泉南郡田尻町泉州空港中1,1989,代表取締役 マチュー・ブティティ,"3,300 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社オフィスデザイン,内装・インテリア・リフォーム,求人なし,,東京都渋谷区神宮前5-47-10,1999,代表取締役 前川 明也,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社シンソーワ,設備管理・メンテナンス,求人なし,,富山県富山市水橋伊勢屋176-1,1985,代表取締役 山﨑 謙吾,71 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大揚興業株式会社,設備管理・メンテナンス,求人なし,,和歌山県和歌山市新通2-10-1,1971,代表取締役 村田 弘至,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,大東工機株式会社,ゼネコン,無,,大阪府大阪市天王寺区餌差町7-6,1965,代表取締役 池田 武,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社甲田工業所,サブコン,求人なし,,京都府京都市伏見区紺屋町191,1967,代表取締役 甲田 豊,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,神戸土地建物株式会社,不動産仲介,求人なし,,兵庫県神戸市中央区浪花町15,1994,代表取締役 高田 厚,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ニチジョー,プラントメーカー・プラントエンジニアリング,求人なし,,兵庫県神戸市中央区港島南町4-7-8,1971,代表取締役 上西 誠人,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,甲南ユーテイリテイ株式会社,設備管理・メンテナンス,求人なし,,兵庫県神戸市東灘区深江浜町37,1971,代表取締役 齋藤 崇沖,480 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,松本電工株式会社,設備管理・メンテナンス,求人なし,,兵庫県神戸市長田区高東町3-4-13,1968,代表取締役 松本 一宏,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,新電機工業株式会社,設備管理・メンテナンス,求人なし,,兵庫県神戸市西区丸塚1-25-7,1985,代表取締役 小塩 健治,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,井河原産業株式会社,建設・プラント・不動産業界,求人なし,,兵庫県たつの市揖保川町正條213,1956,代表取締役 井河原 敏夫,44 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社戸川電工,住宅設備・建材,求人なし,,岡山県倉敷市帯高633-3,1976,代表取締役 戸川 敬之,35 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,三和鉄構建設株式会社,ゼネコン,求人なし,,広島県尾道市高須町5267,1960,代表取締役 中島 裕一朗,49 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社秀電社,住宅設備・建材,求人なし,,福岡県福岡市博多区対馬小路9-23アンベール東天神 2Ｆ,1964,代表取締役 秀嶋 克仁,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,西部ガステクノソリューション株式会社,設備管理・メンテナンス,求人なし,,福岡県福岡市東区東浜2-9-118,1979,代表取締役 今給黎 督,450 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社ジェッター,設備管理・メンテナンス,求人なし,,長崎県佐世保市江迎町田ノ元265-40,1985,代表取締役 藤原 国明,60 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社有賀さく泉工業,プラントメーカー・プラントエンジニアリング,求人なし,,北海道帯広市西六条南5-3-10,1976,代表取締役 正木 省司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,産電工業株式会社,設備管理・メンテナンス,求人なし,,宮城県仙台市若林区荒井東2-13-1,1952,代表取締役 髙橋 昌勝,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,星川商事株式会社,住宅設備・建材,求人なし,,宮城県仙台市若林区卸町東3-4-15,1978,代表取締役 星川 裕,40 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,協和化工株式会社,プラントメーカー・プラントエンジニアリング,求人なし,,東京都新宿区百人町1-22-23,1952,代表取締役 澤田 昌己,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,日本電工株式会社,設備管理・メンテナンス,求人なし,,東京都目黒区碑文谷2-10-23,1949,代表取締役 井上 純一,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社応用計測研究所,設備管理・メンテナンス,求人なし,,東京都大田区北千束2-45-13ストゥーディオオムファロス,1981,代表取締役 鈴木 尊人,46 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
2024-08-01,株式会社タクリツ,設備管理・メンテナンス,無,【日立グループのパートナー企業】■空調設備・機器の保守点検・修理■冷凍・冷蔵設備の保守点検・修理■冷凍・空調設備工事の設計施工■恒温・恒湿設備の設計施工■クリーンルーム設備の設計施工■冷媒回収破壊工事■上記に付帯する周辺業務 2024年2月doda掲載求人より引用,東京都江東区亀戸6-47-5東線亀戸マンション 1Ｆ,1988,代表取締役 武田 信行,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,
