更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,上場市場名
2024-06-01,株式会社ＢＧ,経営・戦略コンサルティング,3,株式会社BGは、『今までにない視点で農業のまだ見ぬ価値を発見し、社会に共有し続ける』ことをパーパスとして、昨年創業した次世代型の農業企業です。農業から生み出される人間や自然に対しての様々な価値を社会に伝え、それらの価値を高めることで、社会がより豊かに、より持続可能に変わる、そんな農業のポテンシャルを信じて、農業全体をアップデートする様々な事業を立ち上げていきます。 チームには、農業に希望を抱きながらも、これまで全くの異業種で活躍してきたプロフェッショナルが集まっています。多種多様な経験と才能を持つメンバーだからこそ、農業に新たな可能性を見出せると信じています。,東京都渋谷区恵比寿4-5-23,2023,,,,なし,,
2024-07-01,協創ラボ株式会社,経営・戦略コンサルティング,3,■事業内容：＜官民連携DXファーム＞・事業創造と政策創造の支援・横断型のDXプラットフォームの開発・スマートシティの都市開発設計,東京都千代田区内神田1-16-13大和会館ビル2F,2018,,,50,https://labo.jp/,30百万円,
2024-07-01,テクノリサーチ株式会社,特許事務所・弁理士事務所,2,■事業内容：内外国特許調査、内外国意匠調査、特許情報解析 他■設立年月の補足：1979年創業（1982年設立）のテクノリサーチ株式会社が、2023年4月から新たにパソナグループの一員となってスタートしました。,静岡県浜松市中央区将監町28-20,2023,,44.0,31,https://www.technoresearch.co.jp/,50百万円,
2024-08-01,株式会社メタルホールディングス,総合コンサルティング,4,■主な事業内容・製品の企画及び製造業務・加工製品の販売・一般事務、会計事務その他各種事務作業の請負・企業の経営及び管理業務並びに教育に関するコンサルティング業務・製造業に関する情報提供及びコンサルティング業務・企業買収及び有価証券の保有、運用及び管理・不動産の管理、賃貸業・前各号に附帯又は関連する一切の事業,東京都千代田区外神田5-4-3,2023,,,,https://metalholdings.jp/,30百万円,
2024-08-01,株式会社ＣＨＣＰコーポレートソリューションズ,組織人事コンサルティング,3,■事業内容： 【グループ会社等の業務支援等】当社はグループ会社である・株式会社地域ヘルスケア連携基盤・CHCPホスピタルパートナーズ・CHCPファーマシー・CHCPホームナーシング・CHCPデンタルなどの業務支援等を行う会社として、設立されました。,東京都千代田区丸の内1-8-1,2023,,,23,https://www.chcp.jp/,,
2024-08-01,司法書士法人エムコミュー,司法書士事務所・行政書士事務所,1,■司法書士・行政書士業,神奈川県川崎市高津区久本二丁目6番8号,2013,司法書士 小野 圭太,40.0,11,https://m-commu.jp/,,
2024-07-01,株式会社Ｂｒａｎｄｉｎｇ　Ｗｏｒｋｅｒ,経営・戦略コンサルティング,1,■経営戦略コンサルティング■組織人事コンサルティング■人材育成支援コンサルティング■組織改善支援コンサルティング,東京都中央区銀座6-13-16 銀座Wall Building 5F,,代表取締役社長 河原 孝治,30.0,67,https://www.brandingworker.com/,500万円,
2024-07-01,株式会社ユニークピース,経営・戦略コンサルティング,2,■事業内容： 主に企業に向けた経営・事業コンサルティングを行っています。,東京都中央区日本橋馬喰町1-9-1THECORNER日本橋east3F,2023,,36.0,5,https://uniquepiece.co.jp/,50百万円,
2024-07-01,株式会社BAUZホールディングス（バウズホールディングス）,経営・戦略コンサルティング,1,グループ全体の経営戦略策定、財務管理、リクルーティング戦略などの各種コンサルティング事業＜グループ会社＞■(株)EE-HOUSE／宿泊施設運営、事業用地の買取・仲介■(株)Recoz／音楽レーベル、イベント企画、レコード製造■(株)toiro／Webマーケティング事業,東京都目黒区青葉台4-4-12 THE N3 2階・5階,2023,代表取締役 宇都 孝志,34.0,19,https://bauz-hd.co.jp/,5000万円,
2024-08-01,税理士法人鶴間・及川会計事務所,税理士法人,1,■会計事務所の運営■税務代理及び税務書類の作成■会計業務■財務書類の作成■税務相談■コンサルタント■経営支援■その他財務に関する業務,東京都港区新橋1-18-19 キムラヤ大塚ビル5F・6F,2012,代表 鶴間 規文,,14,https://tsurumakaikei.jp/,,
2024-07-01,税理士法人ケインズアイ,税理士法人,3,■事業内容： 中期経営計画の立案、会計ソフト導入支援、経営のステップアップ支援、生命保険料の見直し診断、ライフプランの提案,千葉県千葉市中央区問屋町1-35ポートサイドタワー25F,2023,,,56,https://keinz-i.co.jp/,,
2024-08-01,グローカル株式会社,経営・戦略コンサルティング,24,"①地方創生SaaS事業（G-Finder）全国1,724自治体の基本計画・予算・議会議事録等のデータ、省庁・委員会のデータをDB化②シンクタンク事業G-Finderを活用し、自治体のニーズや、アプローチすべき自治体リスト、自治体への提案確度UPにつながる情報等をレポーティング③コンサルティング事業ターゲティングした自治体・部署・人へのアプローチ、予算化交渉、プロジェクト推進等を伴走支援",東京都港区芝1-6-10芝SIAビル3F,2023,,,20,https://www.glocal-biz.jp/,20百万円,
2024-08-01,株式会社Ｐｉｅｃｅ　Ｉｎ,その他専門コンサルティング,2,■事業内容： ・営業代行、コンサルティング ・経営財務コンサルティング・SaaSの受託開発、販売■当社について：当社では、日本企業は「人口減による人手不足」そして「賃上げ要請」といった外部環境の変化に伴って、労働者一人当たりの生産性の向上が必要だと考えています。また、強い日本を取り戻すためには、中小企業やベンチャー企業の再興が不可欠です。そのため当社は、営業の「仕組み化」と「定着化」のサイクルを回すことにより、企業の高収益モデル構築のお手伝いを行っています。,東京都千代田区神田神保町1-8-1,2023,,,19,https://piecein.jp,,
2024-08-01,パーソルワークスイッチコンサルティング株式会社,総合コンサルティング,12,ビジネスコンサルティング支援、コンピュータネットワークシステムの販売、教育研修の企画・運営、その他＜当社について＞2023年10月1日に、パーソルプロセス＆テクノロジー株式会社ワークスイッチ事業部を、パーソルワークスイッチコンサルティング株式会社として分社化いたしました。,東京都千代田区大手町2丁目1-1 大手町野村ビル10階,2023,代表取締役社長 小野 隆正,32.0,404,https://www.persol-wsc.co.jp/,1億円,
2024-08-01,ジャパン・アクティベーション・キャピタル株式会社,経営・戦略コンサルティング,2,●長期的かつ持続的な成長への変革を志す経営陣を有する企業を、中長期でのマイノリティー投資を通じて、主要株主として支援し、投資先のバリューアップに貢献します。戦略等の議論と提言にとどまらず、経営イニシアティブ実行の支援まで行います。投資先の変革を通じて、その属する業界にもインパクトを与え、日本経済全体の高い成長につながることを企図します。・資金源…大手金融機関など多数・投資対象企業…時価総額2500億円～2兆円規模の大手上場企業,東京都港区六本木1-4-5アークヒルズサウスタワー16F,2023,,,20,なし,82百万円,
2024-05-01,株式会社リカルベイト・コンサルティング,経営・戦略コンサルティング,2,■事業内容：事業の主軸として「新規事業開発コンサルティング」「ラグジュアリー開発コンサルティング」を提供し中長期的には中小・新興企業に対する「プリンシパル投資」ならびに「自社新規事業」の展開を予定です。コンサル・事業開発・投資先への経営機会を通じた経営人材開発を推進しています。＜当社のコンサルティング事業＞事業立ち上げ～売却から上場まで導いた経験やコンサルティングファーム／大手事業会社の事業開発部門の出身者によるケイパビリティを保持。新規事業開発において実務に基づいた伴走支援を提供しています。,東京都港区北青山3-12-12HOLON-R1F,2023,,,5,https://www.reculvate.co.jp/,,
